date,index_name,value
1999-03-11,Hotels & Travels,253.75
1999-03-12,Hotels & Travels,251.6
1999-03-15,Hotels & Travels,253.44
1999-03-16,Hotels & Travels,252.68
1999-03-17,Hotels & Travels,251.8
1999-03-18,Hotels & Travels,253.54
1999-03-19,Hotels & Travels,254.74
1999-03-22,Hotels & Travels,254.74
1999-03-23,Hotels & Travels,255.21
1999-03-24,Hotels & Travels,253.89
1999-03-25,Hotels & Travels,255.27
1999-03-26,Hotels & Travels,255.84
1999-03-29,Hotels & Travels,257.87
1999-03-30,Hotels & Travels,254.04
1999-04-01,Hotels & Travels,254.77
1999-04-05,Hotels & Travels,254.96
1999-04-06,Hotels & Travels,253.81
1999-04-07,Hotels & Travels,253.42
1999-04-08,Hotels & Travels,254.22
1999-04-09,Hotels & Travels,254.46
1999-04-12,Hotels & Travels,253.83
1999-04-15,Hotels & Travels,252.72
1999-04-16,Hotels & Travels,253.9
1999-04-19,Hotels & Travels,253.51
1999-04-20,Hotels & Travels,254.49
1999-04-21,Hotels & Travels,253.32
1999-04-22,Hotels & Travels,254.39
1999-04-23,Hotels & Travels,252.74
1999-04-26,Hotels & Travels,254.69
1999-04-27,Hotels & Travels,259.16
1999-04-28,Hotels & Travels,259.78
1999-05-03,Hotels & Travels,260.67
1999-05-04,Hotels & Travels,260.91
1999-05-05,Hotels & Travels,261.93
1999-05-06,Hotels & Travels,263.53
1999-05-07,Hotels & Travels,264.97
1999-05-10,Hotels & Travels,265.79
1999-05-11,Hotels & Travels,268.53
1999-05-12,Hotels & Travels,266.49
1999-05-13,Hotels & Travels,267.42
1999-05-14,Hotels & Travels,267.61
1999-05-17,Hotels & Travels,268.58
1999-05-18,Hotels & Travels,268.59
1999-05-19,Hotels & Travels,270.48
1999-05-20,Hotels & Travels,267.07
1999-05-21,Hotels & Travels,270.84
1999-05-24,Hotels & Travels,270.53
1999-05-25,Hotels & Travels,270.16
1999-05-26,Hotels & Travels,269.38
1999-05-27,Hotels & Travels,269.19
1999-05-28,Hotels & Travels,268.72
1999-06-01,Hotels & Travels,265.11
1999-06-02,Hotels & Travels,263.81
1999-06-03,Hotels & Travels,261.35
1999-06-04,Hotels & Travels,262.15
1999-06-07,Hotels & Travels,260.3
1999-06-08,Hotels & Travels,258.52
1999-06-09,Hotels & Travels,257.42
1999-06-10,Hotels & Travels,257.27
1999-06-11,Hotels & Travels,256.67
1999-06-14,Hotels & Travels,256.38
1999-06-15,Hotels & Travels,259.03
1999-06-16,Hotels & Travels,255.97
1999-06-17,Hotels & Travels,255.92
1999-06-18,Hotels & Travels,254.74
1999-06-21,Hotels & Travels,254.54
1999-06-22,Hotels & Travels,253.11
1999-06-23,Hotels & Travels,252.21
1999-06-24,Hotels & Travels,251.03
1999-06-25,Hotels & Travels,250.81
1999-06-30,Hotels & Travels,248.79
1999-07-01,Hotels & Travels,248.5
1999-07-02,Hotels & Travels,250.8
1999-07-05,Hotels & Travels,250.9
1999-07-06,Hotels & Travels,251.7
1999-07-07,Hotels & Travels,252.2
1999-07-08,Hotels & Travels,252.3
1999-07-09,Hotels & Travels,258.7
1999-07-12,Hotels & Travels,262.6
1999-07-13,Hotels & Travels,261.2
1999-07-14,Hotels & Travels,263.9
1999-07-15,Hotels & Travels,274.8
1999-07-16,Hotels & Travels,277.2
1999-07-19,Hotels & Travels,278.7
1999-07-20,Hotels & Travels,282.0
1999-07-21,Hotels & Travels,281.7
1999-07-22,Hotels & Travels,280.8
1999-07-23,Hotels & Travels,290.2
1999-07-26,Hotels & Travels,288.0
1999-07-27,Hotels & Travels,287.4
1999-07-29,Hotels & Travels,288.1
1999-07-30,Hotels & Travels,288.8
1999-08-02,Hotels & Travels,291.1
1999-08-03,Hotels & Travels,293.0
1999-08-04,Hotels & Travels,295.1
1999-08-05,Hotels & Travels,301.6
1999-08-06,Hotels & Travels,304.7
1999-08-09,Hotels & Travels,301.7
1999-08-10,Hotels & Travels,304.2
1999-08-11,Hotels & Travels,312.6
1999-08-12,Hotels & Travels,313.7
1999-08-13,Hotels & Travels,311.5
1999-08-16,Hotels & Travels,310.2
1999-08-17,Hotels & Travels,308.5
1999-08-18,Hotels & Travels,306.0
1999-08-19,Hotels & Travels,307.3
1999-08-20,Hotels & Travels,304.2
1999-08-23,Hotels & Travels,302.3
1999-08-24,Hotels & Travels,305.9
1999-08-25,Hotels & Travels,304.3
1999-08-30,Hotels & Travels,305.8
1999-08-31,Hotels & Travels,302.6
1999-09-01,Hotels & Travels,301.6
1999-09-02,Hotels & Travels,301.8
1999-09-03,Hotels & Travels,299.2
1999-09-06,Hotels & Travels,297.2
1999-09-07,Hotels & Travels,297.9
1999-09-08,Hotels & Travels,294.4
1999-09-09,Hotels & Travels,291.6
1999-09-10,Hotels & Travels,294.4
1999-09-13,Hotels & Travels,300.3
1999-09-14,Hotels & Travels,299.4
1999-09-15,Hotels & Travels,301.1
1999-09-16,Hotels & Travels,299.6
1999-09-17,Hotels & Travels,296.9
1999-09-20,Hotels & Travels,304.5
1999-09-21,Hotels & Travels,300.9
1999-09-22,Hotels & Travels,299.4
1999-09-23,Hotels & Travels,299.7
1999-09-24,Hotels & Travels,298.9
1999-09-27,Hotels & Travels,299.3
1999-09-28,Hotels & Travels,298.3
1999-09-29,Hotels & Travels,297.0
1999-09-30,Hotels & Travels,296.6
1999-10-01,Hotels & Travels,293.6
1999-10-04,Hotels & Travels,291.3
1999-10-05,Hotels & Travels,292.0
1999-10-06,Hotels & Travels,292.0
1999-10-07,Hotels & Travels,289.6
1999-10-08,Hotels & Travels,289.1
1999-10-11,Hotels & Travels,288.9
1999-10-12,Hotels & Travels,289.8
1999-10-13,Hotels & Travels,288.6
1999-10-14,Hotels & Travels,286.7
1999-10-15,Hotels & Travels,284.7
1999-10-18,Hotels & Travels,284.3
1999-10-19,Hotels & Travels,284.8
1999-10-20,Hotels & Travels,285.0
1999-10-21,Hotels & Travels,285.6
1999-10-22,Hotels & Travels,286.4
1999-10-25,Hotels & Travels,285.2
1999-10-26,Hotels & Travels,284.2
1999-10-27,Hotels & Travels,284.1
1999-10-28,Hotels & Travels,279.8
1999-10-29,Hotels & Travels,280.1
1999-11-01,Hotels & Travels,280.8
1999-11-02,Hotels & Travels,279.8
1999-11-03,Hotels & Travels,286.51
1999-11-04,Hotels & Travels,286.6
1999-11-05,Hotels & Travels,284.1
1999-11-08,Hotels & Travels,282.7
1999-11-09,Hotels & Travels,283.6
1999-11-10,Hotels & Travels,283.2
1999-11-11,Hotels & Travels,283.9
1999-11-12,Hotels & Travels,284.9
1999-11-15,Hotels & Travels,286.2
1999-11-16,Hotels & Travels,285.2
1999-11-17,Hotels & Travels,287.8
1999-11-18,Hotels & Travels,288.0
1999-11-19,Hotels & Travels,294.5
1999-11-23,Hotels & Travels,295.3
1999-11-24,Hotels & Travels,293.5
1999-11-25,Hotels & Travels,288.0
1999-11-26,Hotels & Travels,288.9
1999-11-29,Hotels & Travels,287.6
1999-11-30,Hotels & Travels,290.2
1999-12-01,Hotels & Travels,291.8
1999-12-02,Hotels & Travels,285.9
1999-12-03,Hotels & Travels,292.5
1999-12-06,Hotels & Travels,293.5
1999-12-07,Hotels & Travels,294.0
1999-12-08,Hotels & Travels,297.0
1999-12-09,Hotels & Travels,295.1
1999-12-10,Hotels & Travels,300.3
1999-12-13,Hotels & Travels,300.4
1999-12-14,Hotels & Travels,300.5
1999-12-15,Hotels & Travels,299.5
1999-12-16,Hotels & Travels,299.1
1999-12-17,Hotels & Travels,301.4
1999-12-20,Hotels & Travels,301.5
1999-12-21,Hotels & Travels,300.1
1999-12-23,Hotels & Travels,297.4
1999-12-27,Hotels & Travels,296.8
1999-12-28,Hotels & Travels,296.7
1999-12-29,Hotels & Travels,293.3
1999-12-30,Hotels & Travels,294.5
2000-01-03,Hotels & Travels,293.5
2000-01-04,Hotels & Travels,292.1
2000-01-05,Hotels & Travels,292.4
2000-01-06,Hotels & Travels,289.4
2000-01-10,Hotels & Travels,288.4
2000-01-11,Hotels & Travels,288.6
2000-01-12,Hotels & Travels,287.9
2000-01-13,Hotels & Travels,287.4
2000-01-14,Hotels & Travels,285.3
2000-01-17,Hotels & Travels,285.6
2000-01-18,Hotels & Travels,282.6
2000-01-19,Hotels & Travels,281.0
2000-01-24,Hotels & Travels,283.2
2000-01-25,Hotels & Travels,280.9
2000-01-26,Hotels & Travels,280.6
2000-01-27,Hotels & Travels,281.6
2000-01-28,Hotels & Travels,281.0
2000-01-31,Hotels & Travels,282.7
2000-02-01,Hotels & Travels,284.4
2000-02-02,Hotels & Travels,282.0
2000-02-03,Hotels & Travels,287.0
2000-02-07,Hotels & Travels,287.0
2000-02-08,Hotels & Travels,287.4
2000-02-09,Hotels & Travels,288.8
2000-02-10,Hotels & Travels,288.4
2000-02-11,Hotels & Travels,287.0
2000-02-14,Hotels & Travels,288.1
2000-02-15,Hotels & Travels,286.6
2000-02-16,Hotels & Travels,283.2
2000-02-17,Hotels & Travels,281.3
2000-02-18,Hotels & Travels,281.2
2000-02-21,Hotels & Travels,280.6
2000-02-22,Hotels & Travels,279.2
2000-02-23,Hotels & Travels,279.4
2000-02-24,Hotels & Travels,281.4
2000-02-25,Hotels & Travels,282.2
2000-02-28,Hotels & Travels,277.8
2000-02-29,Hotels & Travels,278.7
2000-03-01,Hotels & Travels,280.0
2000-03-02,Hotels & Travels,278.3
2000-03-03,Hotels & Travels,275.5
2000-03-06,Hotels & Travels,277.6
2000-03-07,Hotels & Travels,277.2
2000-03-08,Hotels & Travels,277.0
2000-03-09,Hotels & Travels,273.7
2000-03-10,Hotels & Travels,272.2
2000-03-13,Hotels & Travels,269.3
2000-03-14,Hotels & Travels,271.3
2000-03-15,Hotels & Travels,268.1
2000-03-16,Hotels & Travels,268.0
2000-03-17,Hotels & Travels,268.1
2000-03-20,Hotels & Travels,269.4
2000-03-21,Hotels & Travels,269.5
2000-03-22,Hotels & Travels,270.4
2000-03-23,Hotels & Travels,260.3
2000-03-24,Hotels & Travels,261.5
2000-03-27,Hotels & Travels,260.3
2000-03-28,Hotels & Travels,257.1
2000-03-29,Hotels & Travels,256.1
2000-03-30,Hotels & Travels,254.3
2000-03-31,Hotels & Travels,256.8
2000-04-03,Hotels & Travels,254.4
2000-04-04,Hotels & Travels,255.1
2000-04-05,Hotels & Travels,255.0
2000-04-06,Hotels & Travels,253.3
2000-04-07,Hotels & Travels,254.0
2000-04-10,Hotels & Travels,252.6
2000-04-11,Hotels & Travels,253.3
2000-04-17,Hotels & Travels,254.4
2000-04-19,Hotels & Travels,254.8
2000-04-20,Hotels & Travels,253.7
2000-04-24,Hotels & Travels,253.5
2000-04-25,Hotels & Travels,254.7
2000-04-26,Hotels & Travels,251.8
2000-04-27,Hotels & Travels,250.2
2000-04-28,Hotels & Travels,250.2
2000-05-02,Hotels & Travels,255.3
2000-05-03,Hotels & Travels,249.0
2000-05-04,Hotels & Travels,247.5
2000-05-05,Hotels & Travels,245.3
2000-05-08,Hotels & Travels,244.2
2000-05-09,Hotels & Travels,236.9
2000-05-10,Hotels & Travels,240.7
2000-05-11,Hotels & Travels,240.8
2000-05-12,Hotels & Travels,241.1
2000-05-15,Hotels & Travels,244.0
2000-05-16,Hotels & Travels,247.0
2000-05-19,Hotels & Travels,245.9
2000-05-22,Hotels & Travels,244.9
2000-05-23,Hotels & Travels,245.2
2000-05-24,Hotels & Travels,244.4
2000-05-25,Hotels & Travels,244.1
2000-05-26,Hotels & Travels,244.9
2000-05-29,Hotels & Travels,244.0
2000-05-30,Hotels & Travels,249.4
2000-05-31,Hotels & Travels,248.8
2000-06-01,Hotels & Travels,248.6
2000-06-02,Hotels & Travels,248.0
2000-06-05,Hotels & Travels,246.5
2000-06-06,Hotels & Travels,249.6
2000-06-07,Hotels & Travels,246.7
2000-06-08,Hotels & Travels,245.9
2000-06-09,Hotels & Travels,243.7
2000-06-12,Hotels & Travels,246.7
2000-06-13,Hotels & Travels,247.0
2000-06-14,Hotels & Travels,244.5
2000-06-19,Hotels & Travels,244.5
2000-06-20,Hotels & Travels,246.9
2000-06-21,Hotels & Travels,247.7
2000-06-22,Hotels & Travels,247.2
2000-06-23,Hotels & Travels,248.2
2000-06-26,Hotels & Travels,246.5
2000-06-27,Hotels & Travels,252.0
2000-06-28,Hotels & Travels,251.8
2000-06-29,Hotels & Travels,248.4
2000-06-30,Hotels & Travels,252.3
2000-07-03,Hotels & Travels,251.3
2000-07-04,Hotels & Travels,253.2
2000-07-05,Hotels & Travels,257.4
2000-07-06,Hotels & Travels,249.1
2000-07-07,Hotels & Travels,250.3
2000-07-10,Hotels & Travels,250.9
2000-07-11,Hotels & Travels,248.0
2000-07-12,Hotels & Travels,245.7
2000-07-13,Hotels & Travels,248.0
2000-07-14,Hotels & Travels,248.8
2000-07-17,Hotels & Travels,248.4
2000-07-18,Hotels & Travels,241.5
2000-07-19,Hotels & Travels,243.1
2000-07-20,Hotels & Travels,241.6
2000-07-21,Hotels & Travels,243.5
2000-07-24,Hotels & Travels,244.6
2000-07-25,Hotels & Travels,241.6
2000-07-26,Hotels & Travels,241.4
2000-07-27,Hotels & Travels,241.5
2000-07-28,Hotels & Travels,242.8
2000-07-31,Hotels & Travels,242.1
2000-08-01,Hotels & Travels,240.4
2000-08-02,Hotels & Travels,239.5
2000-08-03,Hotels & Travels,239.5
2000-08-04,Hotels & Travels,239.1
2000-08-07,Hotels & Travels,237.7
2000-08-08,Hotels & Travels,238.3
2000-08-09,Hotels & Travels,238.4
2000-08-10,Hotels & Travels,238.4
2000-08-11,Hotels & Travels,236.7
2000-08-15,Hotels & Travels,235.5
2000-08-16,Hotels & Travels,235.5
2000-08-17,Hotels & Travels,235.0
2000-08-18,Hotels & Travels,235.3
2000-08-21,Hotels & Travels,236.5
2000-08-22,Hotels & Travels,235.0
2000-08-23,Hotels & Travels,235.6
2000-08-24,Hotels & Travels,235.5
2000-08-25,Hotels & Travels,234.8
2000-08-28,Hotels & Travels,235.6
2000-08-29,Hotels & Travels,232.5
2000-08-30,Hotels & Travels,232.0
2000-08-31,Hotels & Travels,230.7
2000-09-01,Hotels & Travels,232.5
2000-09-04,Hotels & Travels,230.5
2000-09-05,Hotels & Travels,232.5
2000-09-06,Hotels & Travels,121.0
2000-09-07,Hotels & Travels,233.1
2000-09-08,Hotels & Travels,232.8
2000-09-11,Hotels & Travels,231.7
2000-09-12,Hotels & Travels,230.4
2000-09-14,Hotels & Travels,229.3
2000-09-15,Hotels & Travels,229.9
2000-09-18,Hotels & Travels,230.4
2000-09-19,Hotels & Travels,229.1
2000-09-20,Hotels & Travels,229.2
2000-09-21,Hotels & Travels,229.5
2000-09-22,Hotels & Travels,232.3
2000-09-25,Hotels & Travels,232.1
2000-09-26,Hotels & Travels,232.6
2000-09-27,Hotels & Travels,232.6
2000-09-28,Hotels & Travels,232.7
2000-09-29,Hotels & Travels,234.0
2000-10-02,Hotels & Travels,233.8
2000-10-03,Hotels & Travels,232.0
2000-10-04,Hotels & Travels,232.4
2000-10-05,Hotels & Travels,234.3
2000-10-06,Hotels & Travels,234.3
2000-10-09,Hotels & Travels,232.5
2000-10-10,Hotels & Travels,235.2
2000-10-11,Hotels & Travels,234.9
2000-10-13,Hotels & Travels,232.4
2000-10-16,Hotels & Travels,232.3
2000-10-17,Hotels & Travels,231.8
2000-10-18,Hotels & Travels,231.6
2000-10-19,Hotels & Travels,233.1
2000-10-20,Hotels & Travels,232.3
2000-10-23,Hotels & Travels,231.8
2000-10-24,Hotels & Travels,231.8
2000-10-25,Hotels & Travels,227.5
2000-10-26,Hotels & Travels,230.8
2000-10-27,Hotels & Travels,228.6
2000-10-30,Hotels & Travels,226.5
2000-10-31,Hotels & Travels,226.5
2000-11-01,Hotels & Travels,227.0
2000-11-02,Hotels & Travels,228.2
2000-11-03,Hotels & Travels,226.3
2000-11-06,Hotels & Travels,227.6
2000-11-07,Hotels & Travels,227.3
2000-11-08,Hotels & Travels,228.5
2000-11-09,Hotels & Travels,226.9
2000-11-10,Hotels & Travels,225.6
2000-11-13,Hotels & Travels,224.6
2000-11-14,Hotels & Travels,225.3
2000-11-15,Hotels & Travels,225.2
2000-11-16,Hotels & Travels,225.5
2000-11-17,Hotels & Travels,219.3
2000-11-20,Hotels & Travels,217.7
2000-11-21,Hotels & Travels,220.5
2000-11-22,Hotels & Travels,222.0
2000-11-23,Hotels & Travels,216.4
2000-11-24,Hotels & Travels,213.9
2000-11-27,Hotels & Travels,211.7
2000-11-28,Hotels & Travels,212.6
2000-11-29,Hotels & Travels,209.6
2000-11-30,Hotels & Travels,209.3
2000-12-01,Hotels & Travels,209.1
2000-12-04,Hotels & Travels,207.2
2000-12-05,Hotels & Travels,206.7
2000-12-06,Hotels & Travels,207.2
2000-12-07,Hotels & Travels,207.2
2000-12-08,Hotels & Travels,206.2
2000-12-11,Hotels & Travels,206.1
2000-12-12,Hotels & Travels,205.3
2000-12-13,Hotels & Travels,207.0
2000-12-14,Hotels & Travels,208.8
2000-12-15,Hotels & Travels,209.0
2000-12-18,Hotels & Travels,209.1
2000-12-19,Hotels & Travels,209.2
2000-12-20,Hotels & Travels,211.5
2000-12-21,Hotels & Travels,210.8
2000-12-22,Hotels & Travels,212.0
2000-12-27,Hotels & Travels,210.3
2000-12-28,Hotels & Travels,210.2
2000-12-29,Hotels & Travels,210.8
2001-01-02,Hotels & Travels,211.1
2001-01-03,Hotels & Travels,211.5
2001-01-04,Hotels & Travels,210.4
2001-01-05,Hotels & Travels,210.1
2001-01-08,Hotels & Travels,208.1
2001-01-10,Hotels & Travels,208.0
2001-01-11,Hotels & Travels,208.0
2001-01-12,Hotels & Travels,222.3
2001-01-16,Hotels & Travels,210.4
2001-01-17,Hotels & Travels,211.0
2001-01-18,Hotels & Travels,218.5
2001-01-19,Hotels & Travels,222.9
2001-01-22,Hotels & Travels,211.2
2001-01-23,Hotels & Travels,211.6
2001-01-24,Hotels & Travels,211.0
2001-01-25,Hotels & Travels,211.7
2001-01-26,Hotels & Travels,209.3
2001-01-29,Hotels & Travels,208.6
2001-01-30,Hotels & Travels,211.7
2001-01-31,Hotels & Travels,211.8
2001-02-01,Hotels & Travels,211.4
2001-02-02,Hotels & Travels,211.2
2001-02-06,Hotels & Travels,208.2
2001-02-08,Hotels & Travels,209.9
2001-02-09,Hotels & Travels,212.5
2001-02-12,Hotels & Travels,210.8
2001-02-13,Hotels & Travels,212.1
2001-02-14,Hotels & Travels,212.6
2001-02-15,Hotels & Travels,214.1
2001-02-16,Hotels & Travels,213.4
2001-02-19,Hotels & Travels,211.1
2001-02-20,Hotels & Travels,212.4
2001-02-21,Hotels & Travels,211.6
2001-02-22,Hotels & Travels,210.9
2001-02-23,Hotels & Travels,210.2
2001-02-26,Hotels & Travels,211.6
2001-02-27,Hotels & Travels,210.2
2001-02-28,Hotels & Travels,207.0
2001-03-01,Hotels & Travels,208.8
2001-03-02,Hotels & Travels,208.2
2001-03-05,Hotels & Travels,210.8
2001-03-06,Hotels & Travels,212.7
2001-03-07,Hotels & Travels,211.2
2001-03-08,Hotels & Travels,212.8
2001-03-12,Hotels & Travels,214.2
2001-03-13,Hotels & Travels,211.2
2001-03-14,Hotels & Travels,210.4
2001-03-15,Hotels & Travels,212.0
2001-03-16,Hotels & Travels,211.4
2001-03-19,Hotels & Travels,214.2
2001-03-20,Hotels & Travels,212.0
2001-03-21,Hotels & Travels,212.4
2001-03-22,Hotels & Travels,211.32
2001-03-23,Hotels & Travels,214.1
2001-03-26,Hotels & Travels,212.7
2001-03-27,Hotels & Travels,213.8
2001-03-28,Hotels & Travels,213.4
2001-03-29,Hotels & Travels,213.6
2001-03-30,Hotels & Travels,212.9
2001-04-02,Hotels & Travels,211.9
2001-04-03,Hotels & Travels,209.6
2001-04-04,Hotels & Travels,212.0
2001-04-05,Hotels & Travels,211.8
2001-04-06,Hotels & Travels,210.7
2001-04-09,Hotels & Travels,217.5
2001-04-10,Hotels & Travels,217.5
2001-04-11,Hotels & Travels,217.6
2001-04-16,Hotels & Travels,229.8
2001-04-17,Hotels & Travels,227.7
2001-04-18,Hotels & Travels,228.1
2001-04-19,Hotels & Travels,220.3
2001-04-20,Hotels & Travels,215.1
2001-04-23,Hotels & Travels,214.8
2001-04-24,Hotels & Travels,216.0
2001-04-25,Hotels & Travels,214.2
2001-04-26,Hotels & Travels,215.0
2001-04-27,Hotels & Travels,213.4
2001-04-30,Hotels & Travels,213.9
2001-05-02,Hotels & Travels,215.3
2001-05-03,Hotels & Travels,216.0
2001-05-04,Hotels & Travels,215.7
2001-05-09,Hotels & Travels,214.9
2001-05-10,Hotels & Travels,215.8
2001-05-11,Hotels & Travels,215.3
2001-05-14,Hotels & Travels,214.1
2001-05-15,Hotels & Travels,214.0
2001-05-16,Hotels & Travels,213.9
2001-05-17,Hotels & Travels,214.1
2001-05-18,Hotels & Travels,214.1
2001-05-21,Hotels & Travels,214.1
2001-05-22,Hotels & Travels,214.5
2001-05-23,Hotels & Travels,214.3
2001-05-24,Hotels & Travels,216.0
2001-05-25,Hotels & Travels,214.2
2001-05-28,Hotels & Travels,213.3
2001-05-29,Hotels & Travels,212.0
2001-05-30,Hotels & Travels,213.1
2001-05-31,Hotels & Travels,211.0
2001-06-01,Hotels & Travels,210.3
2001-06-04,Hotels & Travels,211.7
2001-06-06,Hotels & Travels,209.4
2001-06-07,Hotels & Travels,210.2
2001-06-08,Hotels & Travels,210.8
2001-06-11,Hotels & Travels,211.1
2001-06-12,Hotels & Travels,212.9
2001-06-13,Hotels & Travels,213.6
2001-06-14,Hotels & Travels,212.8
2001-06-15,Hotels & Travels,212.3
2001-06-18,Hotels & Travels,212.3
2001-06-19,Hotels & Travels,212.6
2001-06-20,Hotels & Travels,216.9
2001-06-21,Hotels & Travels,216.9
2001-06-22,Hotels & Travels,217.2
2001-06-25,Hotels & Travels,215.6
2001-06-26,Hotels & Travels,213.4
2001-06-27,Hotels & Travels,213.0
2001-06-28,Hotels & Travels,214.4
2001-06-29,Hotels & Travels,219.2
2001-07-02,Hotels & Travels,218.0
2001-07-03,Hotels & Travels,218.4
2001-07-04,Hotels & Travels,216.1
2001-07-06,Hotels & Travels,216.8
2001-07-09,Hotels & Travels,216.3
2001-07-10,Hotels & Travels,217.1
2001-07-11,Hotels & Travels,215.6
2001-07-12,Hotels & Travels,215.0
2001-07-13,Hotels & Travels,215.3
2001-07-16,Hotels & Travels,215.3
2001-07-17,Hotels & Travels,214.8
2001-07-18,Hotels & Travels,214.9
2001-07-19,Hotels & Travels,216.2
2001-07-20,Hotels & Travels,217.3
2001-07-23,Hotels & Travels,215.0
2001-07-24,Hotels & Travels,214.8
2001-07-25,Hotels & Travels,215.3
2001-07-26,Hotels & Travels,214.8
2001-07-27,Hotels & Travels,216.5
2001-07-30,Hotels & Travels,217.6
2001-07-31,Hotels & Travels,212.9
2001-08-01,Hotels & Travels,213.6
2001-08-02,Hotels & Travels,214.2
2001-08-06,Hotels & Travels,213.8
2001-08-07,Hotels & Travels,212.1
2001-08-08,Hotels & Travels,213.0
2001-08-09,Hotels & Travels,211.5
2001-08-10,Hotels & Travels,209.4
2001-08-13,Hotels & Travels,207.4
2001-08-14,Hotels & Travels,202.3
2001-08-15,Hotels & Travels,200.9
2001-08-16,Hotels & Travels,194.0
2001-08-17,Hotels & Travels,191.4
2001-08-20,Hotels & Travels,190.5
2001-08-21,Hotels & Travels,190.1
2001-08-22,Hotels & Travels,191.2
2001-08-23,Hotels & Travels,191.2
2001-08-24,Hotels & Travels,185.7
2001-08-27,Hotels & Travels,185.9
2001-08-28,Hotels & Travels,188.4
2001-08-29,Hotels & Travels,187.3
2001-08-30,Hotels & Travels,189.2
2001-08-31,Hotels & Travels,192.9
2001-09-03,Hotels & Travels,191.5
2001-09-04,Hotels & Travels,191.6
2001-09-05,Hotels & Travels,192.6
2001-09-06,Hotels & Travels,190.9
2001-09-07,Hotels & Travels,194.5
2001-09-10,Hotels & Travels,194.5
2001-09-11,Hotels & Travels,191.9
2001-09-12,Hotels & Travels,192.1
2001-09-13,Hotels & Travels,191.5
2001-09-14,Hotels & Travels,192.5
2001-09-17,Hotels & Travels,195.2
2001-09-18,Hotels & Travels,193.8
2001-09-19,Hotels & Travels,191.9
2001-09-20,Hotels & Travels,190.4
2001-09-21,Hotels & Travels,190.9
2001-09-24,Hotels & Travels,191.1
2001-09-25,Hotels & Travels,191.3
2001-09-26,Hotels & Travels,191.2
2001-09-27,Hotels & Travels,191.5
2001-09-28,Hotels & Travels,191.8
2001-10-01,Hotels & Travels,189.8
2001-10-03,Hotels & Travels,191.0
2001-10-04,Hotels & Travels,191.0
2001-10-05,Hotels & Travels,193.0
2001-10-08,Hotels & Travels,194.4
2001-10-09,Hotels & Travels,196.7
2001-10-10,Hotels & Travels,199.9
2001-10-11,Hotels & Travels,207.1
2001-10-12,Hotels & Travels,209.8
2001-10-15,Hotels & Travels,203.7
2001-10-16,Hotels & Travels,199.7
2001-10-17,Hotels & Travels,202.6
2001-10-18,Hotels & Travels,202.6
2001-10-19,Hotels & Travels,204.2
2001-10-22,Hotels & Travels,205.1
2001-10-23,Hotels & Travels,208.0
2001-10-24,Hotels & Travels,209.0
2001-10-25,Hotels & Travels,207.4
2001-10-26,Hotels & Travels,207.3
2001-10-29,Hotels & Travels,206.2
2001-10-30,Hotels & Travels,205.8
2001-11-01,Hotels & Travels,205.6
2001-11-02,Hotels & Travels,206.1
2001-11-05,Hotels & Travels,204.7
2001-11-06,Hotels & Travels,204.8
2001-11-07,Hotels & Travels,202.5
2001-11-08,Hotels & Travels,202.3
2001-11-09,Hotels & Travels,203.5
2001-11-12,Hotels & Travels,204.2
2001-11-13,Hotels & Travels,205.3
2001-11-14,Hotels & Travels,204.8
2001-11-15,Hotels & Travels,206.4
2001-11-16,Hotels & Travels,206.6
2001-11-19,Hotels & Travels,211.6
2001-11-20,Hotels & Travels,210.6
2001-11-21,Hotels & Travels,212.5
2001-11-22,Hotels & Travels,213.9
2001-11-23,Hotels & Travels,210.5
2001-11-26,Hotels & Travels,211.5
2001-11-27,Hotels & Travels,214.7
2001-11-28,Hotels & Travels,216.4
2001-11-29,Hotels & Travels,216.2
2001-12-03,Hotels & Travels,216.0
2001-12-04,Hotels & Travels,216.7
2001-12-05,Hotels & Travels,216.69
2001-12-07,Hotels & Travels,249.7
2001-12-10,Hotels & Travels,253.1
2001-12-11,Hotels & Travels,247.0
2001-12-12,Hotels & Travels,241.3
2001-12-13,Hotels & Travels,232.2
2001-12-14,Hotels & Travels,235.0
2001-12-17,Hotels & Travels,232.0
2001-12-18,Hotels & Travels,234.8
2001-12-19,Hotels & Travels,228.9
2001-12-20,Hotels & Travels,231.5
2001-12-21,Hotels & Travels,231.5
2001-12-27,Hotels & Travels,235.7
2001-12-28,Hotels & Travels,234.1
2001-12-31,Hotels & Travels,236.5
2002-01-02,Hotels & Travels,236.2
2002-01-03,Hotels & Travels,236.7
2002-01-04,Hotels & Travels,236.1
2002-01-07,Hotels & Travels,235.5
2002-01-08,Hotels & Travels,231.0
2002-01-09,Hotels & Travels,228.6
2002-01-10,Hotels & Travels,224.8
2002-01-11,Hotels & Travels,225.3
2002-01-15,Hotels & Travels,225.6
2002-01-16,Hotels & Travels,227.3
2002-01-17,Hotels & Travels,224.2
2002-01-18,Hotels & Travels,226.3
2002-01-21,Hotels & Travels,228.5
2002-01-22,Hotels & Travels,225.7
2002-01-23,Hotels & Travels,222.7
2002-01-24,Hotels & Travels,225.7
2002-01-25,Hotels & Travels,229.0
2002-01-29,Hotels & Travels,228.6
2002-01-30,Hotels & Travels,229.7
2002-01-31,Hotels & Travels,230.2
2002-02-01,Hotels & Travels,232.7
2002-02-05,Hotels & Travels,231.0
