date,index_name,value
1988-02-24,All Share Price Index,200.4
1988-02-25,All Share Price Index,199.98
1988-02-26,All Share Price Index,198.66
1988-02-29,All Share Price Index,198.12
1988-03-01,All Share Price Index,197.22
1988-03-02,All Share Price Index,195.9
1988-03-04,All Share Price Index,195.29
1988-03-07,All Share Price Index,192.84
1988-03-08,All Share Price Index,192.65
1988-03-09,All Share Price Index,192.38
1988-03-10,All Share Price Index,191.77
1988-03-11,All Share Price Index,191.48
1988-03-14,All Share Price Index,192.48
1988-03-15,All Share Price Index,191.56
1988-03-16,All Share Price Index,190.34
1988-03-17,All Share Price Index,187.31
1988-03-18,All Share Price Index,184.44
1988-03-21,All Share Price Index,182.8
1988-03-22,All Share Price Index,180.8
1988-03-23,All Share Price Index,179.88
1988-03-24,All Share Price Index,178.23
1988-03-25,All Share Price Index,177.37
1988-03-28,All Share Price Index,176.6
1988-03-29,All Share Price Index,175.1
1988-03-30,All Share Price Index,175.29
1988-03-31,All Share Price Index,173.47
1988-04-04,All Share Price Index,175.27
1988-04-05,All Share Price Index,176.26
1988-04-06,All Share Price Index,175.09
1988-04-07,All Share Price Index,175.11
1988-04-08,All Share Price Index,175.36
1988-04-11,All Share Price Index,177.83
1988-04-14,All Share Price Index,177.91
1988-04-15,All Share Price Index,178.32
1988-04-18,All Share Price Index,179.37
1988-04-19,All Share Price Index,180.02
1988-04-20,All Share Price Index,176.05
1988-04-21,All Share Price Index,175.95
1988-04-22,All Share Price Index,175.95
1988-04-25,All Share Price Index,175.55
1988-04-26,All Share Price Index,175.5
1988-04-27,All Share Price Index,175.63
1988-04-28,All Share Price Index,175.92
1988-04-29,All Share Price Index,175.49
1988-05-03,All Share Price Index,175.09
1988-05-04,All Share Price Index,175.41
1988-05-05,All Share Price Index,174.95
1988-05-06,All Share Price Index,175.03
1988-05-09,All Share Price Index,175.46
1988-05-10,All Share Price Index,175.22
1988-05-11,All Share Price Index,178.62
1988-05-12,All Share Price Index,178.61
1988-05-13,All Share Price Index,179.5
1988-05-16,All Share Price Index,179.2
1988-05-17,All Share Price Index,178.06
1988-05-18,All Share Price Index,178.38
1988-05-19,All Share Price Index,178.31
1988-05-20,All Share Price Index,178.2
1988-05-24,All Share Price Index,179.31
1988-05-25,All Share Price Index,179.97
1988-05-26,All Share Price Index,180.23
1988-05-27,All Share Price Index,180.26
1988-06-01,All Share Price Index,180.06
1988-06-02,All Share Price Index,179.85
1988-06-03,All Share Price Index,179.28
1988-06-06,All Share Price Index,179.11
1988-06-07,All Share Price Index,178.81
1988-06-08,All Share Price Index,179.86
1988-06-09,All Share Price Index,180.44
1988-06-10,All Share Price Index,180.52
1988-06-13,All Share Price Index,180.04
1988-06-14,All Share Price Index,179.84
1988-06-15,All Share Price Index,179.95
1988-06-16,All Share Price Index,179.26
1988-06-17,All Share Price Index,177.88
1988-06-20,All Share Price Index,177.84
1988-06-21,All Share Price Index,177.81
1988-06-22,All Share Price Index,177.51
1988-06-23,All Share Price Index,176.48
1988-06-24,All Share Price Index,176.33
1988-06-27,All Share Price Index,176.28
1988-06-28,All Share Price Index,175.29
1988-06-30,All Share Price Index,175.0
1988-07-01,All Share Price Index,175.01
1988-07-04,All Share Price Index,174.48
1988-07-05,All Share Price Index,171.01
1988-07-06,All Share Price Index,170.93
1988-07-07,All Share Price Index,171.84
1988-07-08,All Share Price Index,171.99
1988-07-11,All Share Price Index,172.98
1988-07-12,All Share Price Index,172.93
1988-07-13,All Share Price Index,171.99
1988-07-14,All Share Price Index,171.81
1988-07-15,All Share Price Index,169.77
1988-07-18,All Share Price Index,169.65
1988-07-19,All Share Price Index,168.13
1988-07-20,All Share Price Index,168.04
1988-07-21,All Share Price Index,168.13
1988-07-22,All Share Price Index,168.08
1988-07-25,All Share Price Index,167.28
1988-07-26,All Share Price Index,166.79
1988-07-27,All Share Price Index,166.07
1988-07-29,All Share Price Index,164.8
1988-08-01,All Share Price Index,165.97
1988-08-02,All Share Price Index,165.42
1988-08-03,All Share Price Index,162.5
1988-08-04,All Share Price Index,162.94
1988-08-05,All Share Price Index,163.09
1988-08-08,All Share Price Index,161.9
1988-08-09,All Share Price Index,161.48
1988-08-10,All Share Price Index,160.89
1988-08-11,All Share Price Index,158.74
1988-08-12,All Share Price Index,158.05
1988-08-15,All Share Price Index,157.29
1988-08-16,All Share Price Index,157.34
1988-08-17,All Share Price Index,156.63
1988-08-18,All Share Price Index,156.16
1988-08-19,All Share Price Index,155.69
1988-08-22,All Share Price Index,155.6
1988-08-23,All Share Price Index,155.28
1988-08-24,All Share Price Index,154.68
1988-08-25,All Share Price Index,153.01
1988-08-29,All Share Price Index,152.56
1988-08-30,All Share Price Index,151.83
1988-08-31,All Share Price Index,152.05
1988-09-01,All Share Price Index,151.04
1988-09-02,All Share Price Index,150.92
1988-09-05,All Share Price Index,150.57
1988-09-06,All Share Price Index,150.85
1988-09-07,All Share Price Index,151.14
1988-09-08,All Share Price Index,150.79
1988-09-09,All Share Price Index,150.49
1988-09-12,All Share Price Index,150.39
1988-09-13,All Share Price Index,150.21
1988-09-14,All Share Price Index,149.93
1988-09-15,All Share Price Index,149.42
1988-09-16,All Share Price Index,148.83
1988-09-19,All Share Price Index,149.12
1988-09-20,All Share Price Index,149.45
1988-09-21,All Share Price Index,149.13
1988-09-22,All Share Price Index,149.14
1988-09-23,All Share Price Index,149.83
1988-09-26,All Share Price Index,149.64
1988-09-27,All Share Price Index,150.08
1988-09-28,All Share Price Index,150.61
1988-09-29,All Share Price Index,150.81
1988-09-30,All Share Price Index,149.75
1988-10-03,All Share Price Index,149.74
1988-10-04,All Share Price Index,149.61
1988-10-05,All Share Price Index,149.9
1988-10-06,All Share Price Index,149.94
1988-10-07,All Share Price Index,151.4
1988-10-10,All Share Price Index,151.11
1988-10-11,All Share Price Index,151.25
1988-10-12,All Share Price Index,152.74
1988-10-13,All Share Price Index,153.29
1988-10-14,All Share Price Index,152.85
1988-10-17,All Share Price Index,152.92
1988-10-18,All Share Price Index,152.65
1988-10-19,All Share Price Index,151.71
1988-10-20,All Share Price Index,150.32
1988-10-21,All Share Price Index,149.52
1988-10-26,All Share Price Index,149.37
1988-10-27,All Share Price Index,150.39
1988-10-28,All Share Price Index,150.38
1988-10-31,All Share Price Index,150.43
1988-11-01,All Share Price Index,149.7
1988-11-02,All Share Price Index,149.14
1988-11-04,All Share Price Index,148.72
1988-11-07,All Share Price Index,147.44
1988-11-08,All Share Price Index,147.34
1988-11-09,All Share Price Index,144.97
1988-11-11,All Share Price Index,145.05
1988-11-14,All Share Price Index,144.19
1988-11-15,All Share Price Index,142.72
1988-11-16,All Share Price Index,142.17
1988-11-17,All Share Price Index,141.44
1988-11-18,All Share Price Index,140.6
1988-11-21,All Share Price Index,140.11
1988-11-22,All Share Price Index,140.09
1988-11-24,All Share Price Index,140.14
1988-11-25,All Share Price Index,138.61
1988-11-28,All Share Price Index,137.86
1988-11-29,All Share Price Index,137.83
1988-11-30,All Share Price Index,137.47
1988-12-01,All Share Price Index,137.26
1988-12-02,All Share Price Index,136.61
1988-12-05,All Share Price Index,136.48
1988-12-06,All Share Price Index,136.88
1988-12-07,All Share Price Index,135.96
1988-12-08,All Share Price Index,136.29
1988-12-09,All Share Price Index,136.45
1988-12-12,All Share Price Index,136.38
1988-12-13,All Share Price Index,136.41
1988-12-14,All Share Price Index,136.56
1988-12-15,All Share Price Index,137.61
1988-12-16,All Share Price Index,138.79
1988-12-19,All Share Price Index,138.44
1988-12-21,All Share Price Index,140.76
1988-12-28,All Share Price Index,164.51
1988-12-29,All Share Price Index,169.19
1988-12-30,All Share Price Index,168.68
1989-01-02,All Share Price Index,166.74
1989-01-03,All Share Price Index,167.67
1989-01-04,All Share Price Index,168.54
1989-01-05,All Share Price Index,164.94
1989-01-06,All Share Price Index,163.82
1989-01-09,All Share Price Index,162.52
1989-01-10,All Share Price Index,161.76
1989-01-11,All Share Price Index,161.54
1989-01-12,All Share Price Index,160.44
1989-01-13,All Share Price Index,160.68
1989-01-16,All Share Price Index,160.82
1989-01-17,All Share Price Index,160.74
1989-01-18,All Share Price Index,161.98
1989-01-19,All Share Price Index,162.52
1989-01-20,All Share Price Index,166.06
1989-01-23,All Share Price Index,165.77
1989-01-24,All Share Price Index,166.1
1989-01-25,All Share Price Index,167.56
1989-01-26,All Share Price Index,168.82
1989-01-27,All Share Price Index,173.4
1989-01-30,All Share Price Index,174.31
1989-01-31,All Share Price Index,173.5
1989-02-01,All Share Price Index,173.97
1989-02-02,All Share Price Index,174.61
1989-02-03,All Share Price Index,174.42
1989-02-06,All Share Price Index,174.86
1989-02-07,All Share Price Index,174.75
1989-02-08,All Share Price Index,176.68
1989-02-09,All Share Price Index,176.73
1989-02-10,All Share Price Index,178.0
1989-02-13,All Share Price Index,179.83
1989-02-14,All Share Price Index,182.01
1989-02-15,All Share Price Index,182.03
1989-02-17,All Share Price Index,182.69
1989-02-21,All Share Price Index,182.81
1989-02-22,All Share Price Index,182.95
1989-02-23,All Share Price Index,182.17
1989-02-24,All Share Price Index,181.3
1989-02-27,All Share Price Index,180.36
1989-02-28,All Share Price Index,179.93
1989-03-01,All Share Price Index,179.76
1989-03-02,All Share Price Index,179.41
1989-03-03,All Share Price Index,179.81
1989-03-06,All Share Price Index,179.64
1989-03-07,All Share Price Index,179.93
1989-03-08,All Share Price Index,183.51
1989-03-09,All Share Price Index,182.97
1989-03-10,All Share Price Index,181.78
1989-03-13,All Share Price Index,181.71
1989-03-14,All Share Price Index,181.47
1989-03-15,All Share Price Index,180.62
1989-03-16,All Share Price Index,179.71
1989-03-17,All Share Price Index,179.56
1989-03-20,All Share Price Index,178.51
1989-03-22,All Share Price Index,178.43
1989-03-23,All Share Price Index,178.45
1989-03-27,All Share Price Index,176.42
1989-03-28,All Share Price Index,177.07
1989-03-29,All Share Price Index,177.09
1989-03-30,All Share Price Index,177.72
1989-03-31,All Share Price Index,178.1
1989-04-03,All Share Price Index,177.94
1989-04-04,All Share Price Index,177.95
1989-04-05,All Share Price Index,178.14
1989-04-06,All Share Price Index,178.24
1989-04-07,All Share Price Index,178.27
1989-04-10,All Share Price Index,182.97
1989-04-11,All Share Price Index,182.29
1989-04-12,All Share Price Index,181.24
1989-04-17,All Share Price Index,181.47
1989-04-18,All Share Price Index,180.67
1989-04-19,All Share Price Index,181.12
1989-04-21,All Share Price Index,180.81
1989-04-24,All Share Price Index,180.96
1989-04-25,All Share Price Index,181.01
1989-04-26,All Share Price Index,181.29
1989-04-27,All Share Price Index,180.85
1989-04-28,All Share Price Index,181.31
1989-05-02,All Share Price Index,181.75
1989-05-03,All Share Price Index,183.77
1989-05-04,All Share Price Index,184.3
1989-05-05,All Share Price Index,184.45
1989-05-08,All Share Price Index,184.8
1989-05-09,All Share Price Index,184.64
1989-05-10,All Share Price Index,185.23
1989-05-11,All Share Price Index,185.8
1989-05-12,All Share Price Index,186.67
1989-05-15,All Share Price Index,186.93
1989-05-16,All Share Price Index,186.5
1989-05-17,All Share Price Index,186.29
1989-05-18,All Share Price Index,185.77
1989-05-19,All Share Price Index,185.13
1989-05-24,All Share Price Index,185.0
1989-05-25,All Share Price Index,184.38
1989-05-26,All Share Price Index,184.28
1989-05-29,All Share Price Index,184.14
1989-05-30,All Share Price Index,183.59
1989-05-31,All Share Price Index,182.89
1989-06-01,All Share Price Index,181.94
1989-06-02,All Share Price Index,181.75
1989-06-05,All Share Price Index,180.62
1989-06-06,All Share Price Index,180.41
1989-06-07,All Share Price Index,180.25
1989-06-08,All Share Price Index,179.33
1989-06-09,All Share Price Index,178.76
1989-06-12,All Share Price Index,177.78
1989-06-13,All Share Price Index,176.9
1989-06-14,All Share Price Index,175.32
1989-06-15,All Share Price Index,175.56
1989-06-16,All Share Price Index,175.09
1989-06-19,All Share Price Index,176.08
1989-06-20,All Share Price Index,175.97
1989-06-21,All Share Price Index,175.3
1989-06-22,All Share Price Index,175.93
1989-06-23,All Share Price Index,175.93
1989-06-27,All Share Price Index,175.36
1989-06-28,All Share Price Index,175.42
1989-06-29,All Share Price Index,173.67
1989-06-30,All Share Price Index,173.97
1989-07-03,All Share Price Index,175.26
1989-07-04,All Share Price Index,174.19
1989-07-05,All Share Price Index,174.74
1989-07-06,All Share Price Index,173.88
1989-07-07,All Share Price Index,173.11
1989-07-10,All Share Price Index,172.79
1989-07-11,All Share Price Index,172.74
1989-07-12,All Share Price Index,173.36
1989-07-13,All Share Price Index,173.35
1989-07-14,All Share Price Index,173.11
1989-07-17,All Share Price Index,173.29
1989-07-19,All Share Price Index,173.52
1989-07-20,All Share Price Index,173.88
1989-07-21,All Share Price Index,174.38
1989-07-24,All Share Price Index,174.13
1989-07-25,All Share Price Index,174.14
1989-07-26,All Share Price Index,173.94
1989-07-27,All Share Price Index,174.37
1989-07-31,All Share Price Index,174.93
1989-08-01,All Share Price Index,174.95
1989-08-02,All Share Price Index,175.1
1989-08-03,All Share Price Index,174.76
1989-08-07,All Share Price Index,174.05
1989-08-08,All Share Price Index,173.05
1989-08-09,All Share Price Index,172.53
1989-08-10,All Share Price Index,172.13
1989-08-11,All Share Price Index,172.33
1989-08-14,All Share Price Index,172.14
1989-08-17,All Share Price Index,170.86
1989-08-18,All Share Price Index,166.39
1989-08-21,All Share Price Index,166.07
1989-08-22,All Share Price Index,164.65
1989-08-23,All Share Price Index,162.25
1989-08-24,All Share Price Index,161.81
1989-08-25,All Share Price Index,161.43
1989-08-29,All Share Price Index,161.05
1989-08-30,All Share Price Index,159.88
1989-08-31,All Share Price Index,159.5
1989-09-01,All Share Price Index,159.1
1989-09-04,All Share Price Index,160.13
1989-09-05,All Share Price Index,160.05
1989-09-06,All Share Price Index,160.46
1989-09-07,All Share Price Index,160.49
1989-09-08,All Share Price Index,160.65
1989-09-11,All Share Price Index,161.24
1989-09-12,All Share Price Index,163.7
1989-09-13,All Share Price Index,165.66
1989-09-15,All Share Price Index,165.22
1989-09-18,All Share Price Index,163.89
1989-09-19,All Share Price Index,163.08
1989-09-20,All Share Price Index,163.15
1989-09-21,All Share Price Index,162.74
1989-09-22,All Share Price Index,162.23
1989-09-25,All Share Price Index,162.23
1989-09-26,All Share Price Index,162.16
1989-09-27,All Share Price Index,162.43
1989-09-28,All Share Price Index,163.18
1989-09-29,All Share Price Index,163.94
1989-10-02,All Share Price Index,164.22
1989-10-03,All Share Price Index,165.38
1989-10-04,All Share Price Index,165.51
1989-10-05,All Share Price Index,165.41
1989-10-06,All Share Price Index,165.31
1989-10-09,All Share Price Index,165.33
1989-10-10,All Share Price Index,165.91
1989-10-11,All Share Price Index,165.63
1989-10-12,All Share Price Index,165.73
1989-10-16,All Share Price Index,166.45
1989-10-17,All Share Price Index,167.55
1989-10-18,All Share Price Index,168.11
1989-10-19,All Share Price Index,168.07
1989-10-20,All Share Price Index,168.43
