date,transaction_type,investor_type,value
2009-11-03,purchases,Foreign Individuals,200731812.0
2009-12-03,purchases,Foreign Individuals,508319834.0
2010-01-03,purchases,Foreign Individuals,690674550.0
2010-02-03,purchases,Foreign Individuals,1440410787.5
2010-03-03,purchases,Foreign Individuals,607739768.5
2010-04-03,purchases,Foreign Individuals,766046976.0
2010-05-03,purchases,Foreign Individuals,825897122.0
2010-06-03,purchases,Foreign Individuals,1240312384.0
2010-07-03,purchases,Foreign Individuals,1459771768.0
2010-08-03,purchases,Foreign Individuals,1409929963.0
2010-09-03,purchases,Foreign Individuals,2096640266.0
2010-10-03,purchases,Foreign Individuals,1325062090.0
2010-11-03,purchases,Foreign Individuals,736773382.0
2010-12-03,purchases,Foreign Individuals,1045602080.2
2011-01-03,purchases,Foreign Individuals,2154974076.0
2011-02-03,purchases,Foreign Individuals,1504481706.0
2011-03-03,purchases,Foreign Individuals,1081496403.0
2011-04-03,purchases,Foreign Individuals,837718106.0
2011-05-03,purchases,Foreign Individuals,1253854676.0
2011-06-03,purchases,Foreign Individuals,1774903767.0
2011-07-03,purchases,Foreign Individuals,666792830.0
2011-08-03,purchases,Foreign Individuals,891777050.0
2011-09-03,purchases,Foreign Individuals,880096580.0
2011-10-03,purchases,Foreign Individuals,513372777.0
2011-11-03,purchases,Foreign Individuals,378335809.0
2011-12-03,purchases,Foreign Individuals,224998940.0
2012-01-03,purchases,Foreign Individuals,421199829.0
2012-02-03,purchases,Foreign Individuals,329067717.0
2012-03-03,purchases,Foreign Individuals,211362737.0
2012-04-03,purchases,Foreign Individuals,306408920.0
2012-05-03,purchases,Foreign Individuals,311016423.0
2012-06-03,purchases,Foreign Individuals,120994566.0
2012-07-03,purchases,Foreign Individuals,95900211.0
2012-08-03,purchases,Foreign Individuals,130881713.0
2012-09-03,purchases,Foreign Individuals,476593948.0
2012-10-03,purchases,Foreign Individuals,305251041.0
2012-11-03,purchases,Foreign Individuals,247569929.0
2012-12-03,purchases,Foreign Individuals,76121825.0
2013-01-03,purchases,Foreign Individuals,151656722.0
2013-02-03,purchases,Foreign Individuals,153910751.0
2013-03-03,purchases,Foreign Individuals,179355363.0
2013-04-03,purchases,Foreign Individuals,372446375.0
2013-05-03,purchases,Foreign Individuals,658726274.0
2013-06-03,purchases,Foreign Individuals,654726360.0
2013-07-03,purchases,Foreign Individuals,378254258.0
2013-08-03,purchases,Foreign Individuals,460636423.0
2013-09-03,purchases,Foreign Individuals,210754886.0
2013-10-03,purchases,Foreign Individuals,366291240.0
2013-11-03,purchases,Foreign Individuals,403165075.0
2013-12-03,purchases,Foreign Individuals,386997249.0
2014-01-03,purchases,Foreign Individuals,327946057.0
2014-02-03,purchases,Foreign Individuals,137740373.0
2014-03-03,purchases,Foreign Individuals,103219267.0
2014-04-03,purchases,Foreign Individuals,125801635.0
2014-05-03,purchases,Foreign Individuals,561255116.0
2014-06-03,purchases,Foreign Individuals,259827137.0
2014-07-03,purchases,Foreign Individuals,416992934.0
2014-08-03,purchases,Foreign Individuals,376459182.0
2014-09-03,purchases,Foreign Individuals,421359803.0
2014-10-03,purchases,Foreign Individuals,307097026.0
2014-11-03,purchases,Foreign Individuals,446506106.0
2014-12-03,purchases,Foreign Individuals,86434275.0
2015-01-03,purchases,Foreign Individuals,361365699.0
2015-02-03,purchases,Foreign Individuals,456833177.0
2015-03-03,purchases,Foreign Individuals,252391062.0
2015-04-03,purchases,Foreign Individuals,154865352.0
2015-05-03,purchases,Foreign Individuals,919548456.0
2015-06-03,purchases,Foreign Individuals,414798599.0
2015-07-03,purchases,Foreign Individuals,266044911.0
2015-08-03,purchases,Foreign Individuals,381273495.0
2015-09-03,purchases,Foreign Individuals,113393493.0
2015-10-03,purchases,Foreign Individuals,161443480.0
2015-11-03,purchases,Foreign Individuals,74264850.0
2015-12-03,purchases,Foreign Individuals,235646416.0
2016-01-03,purchases,Foreign Individuals,110814671.0
2016-02-03,purchases,Foreign Individuals,83095889.0
2016-03-03,purchases,Foreign Individuals,92456314.0
2016-04-03,purchases,Foreign Individuals,158363161.0
2016-05-03,purchases,Foreign Individuals,149781093.0
2016-06-03,purchases,Foreign Individuals,166802260.0
2016-07-03,purchases,Foreign Individuals,128571971.0
2016-08-03,purchases,Foreign Individuals,479588422.0
2016-09-03,purchases,Foreign Individuals,104183996.0
2016-10-03,purchases,Foreign Individuals,83654860.0
2016-11-03,purchases,Foreign Individuals,54916216.0
2016-12-03,purchases,Foreign Individuals,52532939.0
2017-01-03,purchases,Foreign Individuals,314321080.0
2017-02-03,purchases,Foreign Individuals,100652044.0
2017-03-03,purchases,Foreign Individuals,131608270.0
2017-04-03,purchases,Foreign Individuals,268832268.0
2017-05-03,purchases,Foreign Individuals,243059760.0
2017-06-03,purchases,Foreign Individuals,150866192.0
2017-07-03,purchases,Foreign Individuals,142982599.0
2017-08-03,purchases,Foreign Individuals,225138171.0
2017-09-03,purchases,Foreign Individuals,126173431.0
2017-10-03,purchases,Foreign Individuals,192493894.0
2017-11-03,purchases,Foreign Individuals,136042356.0
2017-12-03,purchases,Foreign Individuals,510745306.0
2018-01-03,purchases,Foreign Individuals,119971877.0
2018-02-03,purchases,Foreign Individuals,345837984.0
2018-03-03,purchases,Foreign Individuals,2902166334.0
2018-04-03,purchases,Foreign Individuals,485807685.0
2018-05-03,purchases,Foreign Individuals,1171589356.0
2018-06-03,purchases,Foreign Individuals,177560791.0
2018-07-03,purchases,Foreign Individuals,417893087.0
2018-08-03,purchases,Foreign Individuals,186474295.0
2018-09-03,purchases,Foreign Individuals,292012210.0
2018-10-03,purchases,Foreign Individuals,280213998.0
2018-11-03,purchases,Foreign Individuals,114750183.0
2018-12-03,purchases,Foreign Individuals,502093933.0
2019-01-03,purchases,Foreign Individuals,104054821.0
2019-02-03,purchases,Foreign Individuals,181964279.0
2019-03-03,purchases,Foreign Individuals,952986611.0
2019-04-03,purchases,Foreign Individuals,65020517.0
2019-05-03,purchases,Foreign Individuals,56472606.0
2019-06-03,purchases,Foreign Individuals,59339658.0
2019-07-03,purchases,Foreign Individuals,272521147.0
2019-08-03,purchases,Foreign Individuals,142782877.0
2019-09-03,purchases,Foreign Individuals,69341545.0
2019-10-03,purchases,Foreign Individuals,112133213.0
2019-11-03,purchases,Foreign Individuals,237011858.0
2019-12-03,purchases,Foreign Individuals,57061078.0
2020-01-03,purchases,Foreign Individuals,97715245.0
2020-02-03,purchases,Foreign Individuals,146469191.0
2020-03-03,purchases,Foreign Individuals,172420146.0
2020-05-03,purchases,Foreign Individuals,119462242.0
2020-06-03,purchases,Foreign Individuals,156506659.0
2020-07-03,purchases,Foreign Individuals,398986627.0
2020-08-03,purchases,Foreign Individuals,125975470.0
2020-09-03,purchases,Foreign Individuals,414067026.0
2020-10-03,purchases,Foreign Individuals,460950071.0
2020-11-03,purchases,Foreign Individuals,446990863.0
2020-12-03,purchases,Foreign Individuals,462355424.0
2021-01-03,purchases,Foreign Individuals,1265885593.0
2021-02-03,purchases,Foreign Individuals,480669703.0
2021-03-03,purchases,Foreign Individuals,199834384.0
2021-04-03,purchases,Foreign Individuals,326126036.0
2021-05-03,purchases,Foreign Individuals,311256426.0
2021-06-03,purchases,Foreign Individuals,433403669.0
2021-07-03,purchases,Foreign Individuals,491612048.0
2021-08-03,purchases,Foreign Individuals,1263682718.0
2021-09-03,purchases,Foreign Individuals,682808285.0
2021-10-03,purchases,Foreign Individuals,444176020.0
2021-11-03,purchases,Foreign Individuals,1169519461.0
2021-12-03,purchases,Foreign Individuals,865028891.0
2022-01-03,purchases,Foreign Individuals,880193290.0
2022-02-03,purchases,Foreign Individuals,517165313.0
2022-03-03,purchases,Foreign Individuals,585289431.0
2022-04-03,purchases,Foreign Individuals,258442492.0
2022-05-03,purchases,Foreign Individuals,765625387.0
2022-06-03,purchases,Foreign Individuals,782867593.0
2022-07-03,purchases,Foreign Individuals,615361880.0
2022-08-03,purchases,Foreign Individuals,1275831309.0
2022-09-03,purchases,Foreign Individuals,933760534.0
2022-10-03,purchases,Foreign Individuals,483053481.0
2022-11-03,purchases,Foreign Individuals,505197476.0
2022-12-03,purchases,Foreign Individuals,464374153.0
2023-01-03,purchases,Foreign Individuals,389824996.0
2023-02-03,purchases,Foreign Individuals,242417792.0
2023-03-03,purchases,Foreign Individuals,1335998308.0
2023-04-03,purchases,Foreign Individuals,166166041.0
2023-05-03,purchases,Foreign Individuals,221345754.0
2023-06-03,purchases,Foreign Individuals,394198954.0
2023-07-03,purchases,Foreign Individuals,668300669.0
2023-08-03,purchases,Foreign Individuals,1837184444.0
2023-09-03,purchases,Foreign Individuals,219607592.0
2023-10-03,purchases,Foreign Individuals,185145751.0
2023-11-03,purchases,Foreign Individuals,561970809.0
2023-12-03,purchases,Foreign Individuals,185905511.0
2024-01-03,purchases,Foreign Individuals,322739289.0
2024-02-03,purchases,Foreign Individuals,248177214.0
2024-03-03,purchases,Foreign Individuals,597086256.0
2024-04-03,purchases,Foreign Individuals,620211726.0
2024-05-03,purchases,Foreign Individuals,435219834.0
2024-06-03,purchases,Foreign Individuals,351535124.0
2024-07-03,purchases,Foreign Individuals,164032223.0
2024-08-03,purchases,Foreign Individuals,314912140.0
2024-09-03,purchases,Foreign Individuals,453050608.0
2024-10-03,purchases,Foreign Individuals,391295514.0
2024-11-03,purchases,Foreign Individuals,472261127.0
2024-12-03,purchases,Foreign Individuals,1200123375.0
2025-01-03,purchases,Foreign Individuals,2062209594.0
2025-02-03,purchases,Foreign Individuals,671596795.0
2025-03-03,purchases,Foreign Individuals,315680252.0
2025-04-03,purchases,Foreign Individuals,439112824.0
2025-05-03,purchases,Foreign Individuals,1741815197.0
2025-06-03,purchases,Foreign Individuals,773019213.0
2025-07-03,purchases,Foreign Individuals,2156463584.0
2025-08-03,purchases,Foreign Individuals,1109309051.0
2025-09-03,purchases,Foreign Individuals,992637083.0
2025-10-03,purchases,Foreign Individuals,3044903792.0
2025-11-03,purchases,Foreign Individuals,698087436.0
2025-12-03,purchases,Foreign Individuals,429993734.0
1992-01-01,purchases,Local Companies,163740898.0
1992-02-01,purchases,Local Companies,64841223.0
1992-03-01,purchases,Local Companies,177320398.0
1992-04-01,purchases,Local Companies,141496388.0
1992-05-01,purchases,Local Companies,267895875.0
1992-06-01,purchases,Local Companies,166720689.0
1992-07-01,purchases,Local Companies,128226071.0
1992-08-01,purchases,Local Companies,232242318.0
1992-09-01,purchases,Local Companies,134319554.0
1992-10-01,purchases,Local Companies,176874334.0
1992-11-01,purchases,Local Companies,130147011.0
1992-12-01,purchases,Local Companies,108508916.0
1993-01-01,purchases,Local Companies,102318741.0
1993-02-01,purchases,Local Companies,84669395.0
1993-03-01,purchases,Local Companies,156849755.0
1993-04-01,purchases,Local Companies,86727300.0
1993-05-01,purchases,Local Companies,840012973.0
1993-06-01,purchases,Local Companies,386829995.0
1993-07-01,purchases,Local Companies,691758741.0
1993-08-01,purchases,Local Companies,708851769.0
1993-09-01,purchases,Local Companies,385745258.0
1993-10-01,purchases,Local Companies,421086798.0
1993-11-01,purchases,Local Companies,1044343736.0
1993-12-01,purchases,Local Companies,1041746676.0
1994-01-01,purchases,Local Companies,971893939.0
1994-02-01,purchases,Local Companies,1631973695.0
1994-03-01,purchases,Local Companies,1614173300.0
1994-04-01,purchases,Local Companies,826553502.0
1994-05-01,purchases,Local Companies,523445255.0
1994-06-01,purchases,Local Companies,794852657.0
1994-07-01,purchases,Local Companies,678637496.0
1994-08-01,purchases,Local Companies,788067055.0
1994-09-01,purchases,Local Companies,1435850320.0
1994-10-01,purchases,Local Companies,549585912.0
1994-11-01,purchases,Local Companies,660753050.0
1994-12-01,purchases,Local Companies,718064798.0
1995-01-01,purchases,Local Companies,433125523.0
1995-02-01,purchases,Local Companies,486197641.0
1995-03-01,purchases,Local Companies,826911656.0
1995-04-01,purchases,Local Companies,304514693.0
1995-05-01,purchases,Local Companies,369921156.0
1995-06-01,purchases,Local Companies,255975584.0
1995-07-01,purchases,Local Companies,155977983.0
1995-08-01,purchases,Local Companies,297231220.0
1995-09-01,purchases,Local Companies,119476515.0
1995-10-01,purchases,Local Companies,94439093.0
1995-11-01,purchases,Local Companies,84978413.0
1995-12-01,purchases,Local Companies,577144735.0
1996-01-01,purchases,Local Companies,471868388.0
1996-02-01,purchases,Local Companies,89472256.0
1996-03-01,purchases,Local Companies,255859713.0
1996-04-01,purchases,Local Companies,179435665.0
1996-05-01,purchases,Local Companies,91715244.0
1996-06-01,purchases,Local Companies,90798954.0
1996-07-01,purchases,Local Companies,68488651.0
1996-08-01,purchases,Local Companies,636614895.0
1996-09-01,purchases,Local Companies,533143056.0
1996-10-01,purchases,Local Companies,663162443.0
1996-11-01,purchases,Local Companies,234110743.0
1996-12-01,purchases,Local Companies,381614143.0
1997-01-01,purchases,Local Companies,358312230.0
1997-02-01,purchases,Local Companies,143430478.0
1997-03-01,purchases,Local Companies,493237895.0
1997-04-01,purchases,Local Companies,686796076.0
1997-05-01,purchases,Local Companies,691814849.0
1997-06-01,purchases,Local Companies,605830755.0
1997-07-01,purchases,Local Companies,747954698.0
1997-08-01,purchases,Local Companies,640577669.0
1997-09-01,purchases,Local Companies,437220773.0
1997-10-01,purchases,Local Companies,638363776.0
1997-11-01,purchases,Local Companies,455120943.0
1997-12-01,purchases,Local Companies,594331913.0
1998-01-01,purchases,Local Companies,824969193.0
1998-02-01,purchases,Local Companies,888029850.0
1998-03-01,purchases,Local Companies,604036456.0
1998-04-01,purchases,Local Companies,941804328.0
1998-05-01,purchases,Local Companies,1405026890.0
1998-06-01,purchases,Local Companies,994303729.0
1998-07-01,purchases,Local Companies,564666903.0
1998-08-01,purchases,Local Companies,714802175.0
1998-09-01,purchases,Local Companies,411569515.0
1998-10-01,purchases,Local Companies,342487733.0
1998-11-01,purchases,Local Companies,591470608.0
1998-12-01,purchases,Local Companies,322828624.0
1999-01-01,purchases,Local Companies,511230651.0
1999-02-01,purchases,Local Companies,323903794.0
1999-03-01,purchases,Local Companies,311616928.0
1999-04-01,purchases,Local Companies,218957290.0
1999-05-01,purchases,Local Companies,1136703235.0
1999-06-01,purchases,Local Companies,504852617.0
1999-07-01,purchases,Local Companies,883347871.0
1999-08-01,purchases,Local Companies,453232092.0
1999-09-01,purchases,Local Companies,537424698.0
1999-10-01,purchases,Local Companies,701507227.0
1999-11-01,purchases,Local Companies,646882981.0
1999-12-01,purchases,Local Companies,835649662.0
2000-01-01,purchases,Local Companies,496711805.0
2000-02-01,purchases,Local Companies,983139746.0
2000-03-01,purchases,Local Companies,755917632.0
2000-04-01,purchases,Local Companies,408145074.0
2000-05-01,purchases,Local Companies,672671346.0
2000-06-01,purchases,Local Companies,1025678351.0
2000-07-01,purchases,Local Companies,826427091.0
2000-08-01,purchases,Local Companies,171855140.0
2000-09-01,purchases,Local Companies,265023250.0
2000-10-01,purchases,Local Companies,301286633.0
2000-11-01,purchases,Local Companies,183446554.0
2000-12-01,purchases,Local Companies,191631643.0
2001-01-01,purchases,Local Companies,255664997.0
2001-02-01,purchases,Local Companies,186954840.0
2001-03-01,purchases,Local Companies,243568531.0
2001-04-01,purchases,Local Companies,269778491.0
2001-05-01,purchases,Local Companies,400705627.0
2001-06-01,purchases,Local Companies,329088389.0
2001-07-01,purchases,Local Companies,71811820.0
2001-08-01,purchases,Local Companies,661319424.0
2001-09-01,purchases,Local Companies,206503235.0
2001-10-01,purchases,Local Companies,1092492110.0
2001-11-01,purchases,Local Companies,626705953.0
2001-12-01,purchases,Local Companies,2291028458.0
2002-01-01,purchases,Local Companies,660603124.5
2002-02-01,purchases,Local Companies,701893385.0
2002-03-01,purchases,Local Companies,1053534883.0
2002-04-01,purchases,Local Companies,442932012.0
2002-05-01,purchases,Local Companies,1389441084.0
2002-06-01,purchases,Local Companies,2068910626.0
2002-07-01,purchases,Local Companies,904961421.0
2002-08-01,purchases,Local Companies,753705633.0
2002-09-01,purchases,Local Companies,1906759628.0
2002-10-01,purchases,Local Companies,1240142909.0
2002-11-01,purchases,Local Companies,377187172.0
2002-12-01,purchases,Local Companies,608462866.0
2003-01-03,purchases,Local Companies,674836276.0
2003-02-03,purchases,Local Companies,364248220.0
2003-03-03,purchases,Local Companies,591548975.0
2003-04-03,purchases,Local Companies,922651907.0
2003-05-03,purchases,Local Companies,1866283081.0
2003-06-03,purchases,Local Companies,4687586009.0
2003-07-03,purchases,Local Companies,2345595765.0
2003-08-03,purchases,Local Companies,1825479127.0
2003-09-03,purchases,Local Companies,10460570008.0
2003-10-03,purchases,Local Companies,5488585548.0
2003-11-03,purchases,Local Companies,2605210277.0
2003-12-03,purchases,Local Companies,611565133.0
2004-01-03,purchases,Local Companies,2011544997.0
2004-02-03,purchases,Local Companies,1289219264.0
2004-03-03,purchases,Local Companies,1921439118.0
2004-04-03,purchases,Local Companies,1747994133.0
2004-05-03,purchases,Local Companies,1025167649.0
2004-06-03,purchases,Local Companies,2098342455.0
2004-07-03,purchases,Local Companies,3047728714.0
2004-08-03,purchases,Local Companies,1714643699.0
2004-09-03,purchases,Local Companies,992051314.0
2004-10-03,purchases,Local Companies,1612237606.0
2004-11-03,purchases,Local Companies,1622394281.0
2004-12-03,purchases,Local Companies,1346916742.0
2005-01-03,purchases,Local Companies,2699809163.0
2005-02-03,purchases,Local Companies,2590211320.0
2005-03-03,purchases,Local Companies,2956916423.0
2005-04-03,purchases,Local Companies,2718505800.0
2005-05-03,purchases,Local Companies,3088593230.0
2005-06-03,purchases,Local Companies,1509887000.0
2005-07-03,purchases,Local Companies,2549759505.0
2005-08-03,purchases,Local Companies,4821701086.0
2005-09-03,purchases,Local Companies,5193452434.0
2005-10-03,purchases,Local Companies,5053147068.0
2005-11-03,purchases,Local Companies,3698510016.0
2005-12-03,purchases,Local Companies,1899825923.0
2006-01-03,purchases,Local Companies,2066735211.0
2006-02-03,purchases,Local Companies,3152323693.0
2006-03-03,purchases,Local Companies,3117954448.0
2006-04-03,purchases,Local Companies,1627588584.0
2006-05-03,purchases,Local Companies,801315335.0
2006-06-03,purchases,Local Companies,2447787218.0
2006-07-03,purchases,Local Companies,1716317492.75
2006-08-03,purchases,Local Companies,1315983010.5
2006-09-03,purchases,Local Companies,3417427463.5
2006-10-03,purchases,Local Companies,3539890417.6
2006-11-03,purchases,Local Companies,8274181157.0
2006-12-03,purchases,Local Companies,2398115750.75
2007-01-03,purchases,Local Companies,7221013758.0
2007-02-03,purchases,Local Companies,5359635880.0
2007-03-03,purchases,Local Companies,2766184444.7
2007-04-03,purchases,Local Companies,606004497.6
2007-05-03,purchases,Local Companies,712951578.0
2007-06-03,purchases,Local Companies,1007232680.1
2007-07-03,purchases,Local Companies,431855121.0
2007-08-03,purchases,Local Companies,2653737474.0
2007-09-03,purchases,Local Companies,2703658272.0
2007-10-03,purchases,Local Companies,2142865864.0
2007-11-03,purchases,Local Companies,1525689178.0
2007-12-03,purchases,Local Companies,898151678.0
2008-01-03,purchases,Local Companies,879305157.0
2008-02-03,purchases,Local Companies,1773565731.0
2008-03-03,purchases,Local Companies,2336294511.0
2008-04-03,purchases,Local Companies,2391018629.0
2008-05-03,purchases,Local Companies,2183337051.0
2008-06-03,purchases,Local Companies,2178322644.0
2008-07-03,purchases,Local Companies,2921086639.0
2008-08-03,purchases,Local Companies,1197804697.0
2008-09-03,purchases,Local Companies,1043824500.0
2008-10-03,purchases,Local Companies,1620567829.0
2008-11-03,purchases,Local Companies,1773266618.0
2008-12-03,purchases,Local Companies,475518055.0
2009-01-03,purchases,Local Companies,791373563.5
2009-02-03,purchases,Local Companies,2296520935.0
2009-03-03,purchases,Local Companies,3479942542.25
2009-04-03,purchases,Local Companies,968437932.0
2009-05-03,purchases,Local Companies,4246673857.0
2009-06-03,purchases,Local Companies,5253289121.0
2009-07-03,purchases,Local Companies,2421853842.0
2009-08-03,purchases,Local Companies,2360832890.0
2009-09-03,purchases,Local Companies,5571753559.0
2009-10-03,purchases,Local Companies,5237529874.0
2009-11-03,purchases,Local Companies,6857126786.0
2009-12-03,purchases,Local Companies,8088373559.0
2010-01-03,purchases,Local Companies,8367465822.5
2010-02-03,purchases,Local Companies,8002258383.4
2010-03-03,purchases,Local Companies,17189133085.2
2010-04-03,purchases,Local Companies,9715617778.0
2010-05-03,purchases,Local Companies,12711770698.0
2010-06-03,purchases,Local Companies,21646551020.0
2010-07-03,purchases,Local Companies,16845191190.0
2010-08-03,purchases,Local Companies,17958048074.0
2010-09-03,purchases,Local Companies,32209057171.0
2010-10-03,purchases,Local Companies,50611659575.0
2010-11-03,purchases,Local Companies,14913989439.0
2010-12-03,purchases,Local Companies,18779362411.5
2011-01-03,purchases,Local Companies,25411522471.0
2011-02-03,purchases,Local Companies,22871873221.0
2011-03-03,purchases,Local Companies,25067736957.0
2011-04-03,purchases,Local Companies,12483541310.0
2011-05-03,purchases,Local Companies,15639467603.0
2011-06-03,purchases,Local Companies,22372267270.0
2011-07-03,purchases,Local Companies,12662803260.0
2011-08-03,purchases,Local Companies,22324598192.0
2011-09-03,purchases,Local Companies,22816279918.0
2011-10-03,purchases,Local Companies,8150096317.0
2011-11-03,purchases,Local Companies,9478910335.0
2011-12-03,purchases,Local Companies,5593495362.0
2012-01-03,purchases,Local Companies,4433248282.0
2012-02-03,purchases,Local Companies,13612996883.0
2012-03-03,purchases,Local Companies,7992088598.0
2012-04-03,purchases,Local Companies,3926823353.0
2012-05-03,purchases,Local Companies,2941164610.0
2012-06-03,purchases,Local Companies,12072595193.0
2012-07-03,purchases,Local Companies,2365437980.0
2012-08-03,purchases,Local Companies,5631768196.0
2012-09-03,purchases,Local Companies,11234755486.0
2012-10-03,purchases,Local Companies,3637743897.0
2012-11-03,purchases,Local Companies,5432164760.0
2012-12-03,purchases,Local Companies,4135274594.0
2013-01-03,purchases,Local Companies,6761128404.0
2013-02-03,purchases,Local Companies,3395082291.0
2013-03-03,purchases,Local Companies,3626048291.0
2013-04-03,purchases,Local Companies,3731430731.0
2013-05-03,purchases,Local Companies,10509625583.0
2013-06-03,purchases,Local Companies,4102578669.0
2013-07-03,purchases,Local Companies,2866187792.0
2013-08-03,purchases,Local Companies,3650205468.0
2013-09-03,purchases,Local Companies,3473066469.0
2013-10-03,purchases,Local Companies,5063465947.0
2013-11-03,purchases,Local Companies,5976974990.0
2013-12-03,purchases,Local Companies,5445861314.0
2014-01-03,purchases,Local Companies,6556381169.0
2014-02-03,purchases,Local Companies,5832596546.0
2014-03-03,purchases,Local Companies,3656832606.0
2014-04-03,purchases,Local Companies,4525346850.0
2014-05-03,purchases,Local Companies,6060904941.0
2014-06-03,purchases,Local Companies,5332282736.0
2014-07-03,purchases,Local Companies,11976977823.0
2014-08-03,purchases,Local Companies,14316799585.0
2014-09-03,purchases,Local Companies,16197061480.0
2014-10-03,purchases,Local Companies,13730005290.0
2014-11-03,purchases,Local Companies,15435034747.0
2014-12-03,purchases,Local Companies,13167306784.0
2015-01-03,purchases,Local Companies,7351072589.0
2015-02-03,purchases,Local Companies,6484933219.0
2015-03-03,purchases,Local Companies,7192359972.0
2015-04-03,purchases,Local Companies,3110002648.0
2015-05-03,purchases,Local Companies,8053010230.0
2015-06-03,purchases,Local Companies,6888504670.0
2015-07-03,purchases,Local Companies,8707006236.0
2015-08-03,purchases,Local Companies,13304892556.0
2015-09-03,purchases,Local Companies,4128470141.0
2015-10-03,purchases,Local Companies,5681702356.0
2015-11-03,purchases,Local Companies,4709806951.0
2015-12-03,purchases,Local Companies,3535330968.0
2016-01-03,purchases,Local Companies,6542749399.0
2016-02-03,purchases,Local Companies,4485649265.0
2016-03-03,purchases,Local Companies,6049072376.0
2016-04-03,purchases,Local Companies,5660668535.0
2016-05-03,purchases,Local Companies,5516759049.0
2016-06-03,purchases,Local Companies,3733407399.0
2016-07-03,purchases,Local Companies,3324337000.0
2016-08-03,purchases,Local Companies,6650763578.0
2016-09-03,purchases,Local Companies,5345411670.0
2016-10-03,purchases,Local Companies,2925528025.0
2016-11-03,purchases,Local Companies,3041001144.0
2016-12-03,purchases,Local Companies,4279032342.0
2017-01-03,purchases,Local Companies,4507547458.0
2017-02-03,purchases,Local Companies,3955970309.0
2017-03-03,purchases,Local Companies,4032261610.0
2017-04-03,purchases,Local Companies,3287665611.0
2017-05-03,purchases,Local Companies,4896868677.0
2017-06-03,purchases,Local Companies,3806943765.0
2017-07-03,purchases,Local Companies,2638067453.0
2017-08-03,purchases,Local Companies,3843642549.0
2017-09-03,purchases,Local Companies,15499822677.0
2017-10-03,purchases,Local Companies,3804051765.0
2017-11-03,purchases,Local Companies,5793348158.0
2017-12-03,purchases,Local Companies,2457783072.0
2018-01-03,purchases,Local Companies,3015998911.0
2018-02-03,purchases,Local Companies,6055097470.0
2018-03-03,purchases,Local Companies,18373460080.0
2018-04-03,purchases,Local Companies,2697959447.0
2018-05-03,purchases,Local Companies,4348021038.0
2018-06-03,purchases,Local Companies,2813567603.0
2018-07-03,purchases,Local Companies,2380394023.0
2018-08-03,purchases,Local Companies,4562620195.0
2018-09-03,purchases,Local Companies,4232526009.0
2018-10-03,purchases,Local Companies,7535770939.0
2018-11-03,purchases,Local Companies,15518720057.0
2018-12-03,purchases,Local Companies,6318008239.0
2019-01-03,purchases,Local Companies,4102870680.0
2019-02-03,purchases,Local Companies,6308145899.0
2019-03-03,purchases,Local Companies,3160670420.0
2019-04-03,purchases,Local Companies,1134598073.0
2019-05-03,purchases,Local Companies,3260264842.0
2019-06-03,purchases,Local Companies,6961209201.0
2019-07-03,purchases,Local Companies,5616455157.0
2019-08-03,purchases,Local Companies,6400661100.0
2019-09-03,purchases,Local Companies,3770096832.0
2019-10-03,purchases,Local Companies,5313175972.0
2019-11-03,purchases,Local Companies,9285810670.0
2019-12-03,purchases,Local Companies,4008259156.0
2020-01-03,purchases,Local Companies,5736621033.0
2020-02-03,purchases,Local Companies,3254697658.0
2020-03-03,purchases,Local Companies,1823001245.0
2020-05-03,purchases,Local Companies,8279767525.0
2020-06-03,purchases,Local Companies,11283718861.0
2020-07-03,purchases,Local Companies,9641670415.0
2020-08-03,purchases,Local Companies,13312128480.0
2020-09-03,purchases,Local Companies,20763366129.0
2020-10-03,purchases,Local Companies,20670670974.0
2020-11-03,purchases,Local Companies,17149468176.0
2020-12-03,purchases,Local Companies,25065991802.0
2021-01-03,purchases,Local Companies,61286997196.0
2021-02-03,purchases,Local Companies,44907061121.0
2021-03-03,purchases,Local Companies,13369720019.0
2021-04-03,purchases,Local Companies,21919026393.0
2021-05-03,purchases,Local Companies,14149343026.0
2021-06-03,purchases,Local Companies,17271266932.0
2021-07-03,purchases,Local Companies,25577777417.0
2021-08-03,purchases,Local Companies,55120281551.0
2021-09-03,purchases,Local Companies,56992620923.0
2021-10-03,purchases,Local Companies,30180915436.0
2021-11-03,purchases,Local Companies,55918985541.0
2021-12-03,purchases,Local Companies,57965032735.0
2022-01-03,purchases,Local Companies,57997958288.0
2022-02-03,purchases,Local Companies,30759797889.0
2022-03-03,purchases,Local Companies,21678642312.0
2022-04-03,purchases,Local Companies,5889783036.0
2022-05-03,purchases,Local Companies,8791480613.0
2022-06-03,purchases,Local Companies,8453676260.0
2022-07-03,purchases,Local Companies,6785073579.0
2022-08-03,purchases,Local Companies,26998182958.0
2022-09-03,purchases,Local Companies,30362856463.0
2022-10-03,purchases,Local Companies,13193789655.0
2022-11-03,purchases,Local Companies,12776629714.0
2022-12-03,purchases,Local Companies,14149186943.0
2023-01-03,purchases,Local Companies,14075970497.0
2023-02-03,purchases,Local Companies,16025789450.0
2023-03-03,purchases,Local Companies,20511370115.0
2023-04-03,purchases,Local Companies,6187134635.0
2023-05-03,purchases,Local Companies,5960498093.0
2023-06-03,purchases,Local Companies,16436962170.0
2023-07-03,purchases,Local Companies,33895230388.0
